,date,open,high,low,close,volume,average,barCount
0,2023-02-17 14:30:00+00:00,72.57,72.595,72.455,72.58,-1.0,-1.0,-1
1,2023-02-17 14:31:00+00:00,72.58,72.58,72.34,72.45,-1.0,-1.0,-1
2,2023-02-17 14:32:00+00:00,72.45,72.6,72.45,72.52,-1.0,-1.0,-1
3,2023-02-17 14:33:00+00:00,72.52,72.68,72.495,72.61,-1.0,-1.0,-1
4,2023-02-17 14:34:00+00:00,72.61,72.9,72.61,72.865,-1.0,-1.0,-1
5,2023-02-17 14:35:00+00:00,72.865,72.97,72.755,72.775,-1.0,-1.0,-1
6,2023-02-17 14:36:00+00:00,72.775,72.775,72.595,72.695,-1.0,-1.0,-1
7,2023-02-17 14:37:00+00:00,72.695,72.705,72.415,72.545,-1.0,-1.0,-1
8,2023-02-17 14:38:00+00:00,72.545,72.605,72.495,72.575,-1.0,-1.0,-1
9,2023-02-17 14:39:00+00:00,72.575,72.595,72.375,72.395,-1.0,-1.0,-1
10,2023-02-17 14:40:00+00:00,72.395,72.435,72.265,72.275,-1.0,-1.0,-1
11,2023-02-17 14:41:00+00:00,72.275,72.355,72.205,72.285,-1.0,-1.0,-1
12,2023-02-17 14:42:00+00:00,72.285,72.525,72.275,72.435,-1.0,-1.0,-1
13,2023-02-17 14:43:00+00:00,72.435,72.47,72.265,72.295,-1.0,-1.0,-1
14,2023-02-17 14:44:00+00:00,72.295,72.405,72.175,72.215,-1.0,-1.0,-1
15,2023-02-17 14:45:00+00:00,72.215,72.215,71.985,72.005,-1.0,-1.0,-1
16,2023-02-17 14:46:00+00:00,72.005,72.125,71.92,72.115,-1.0,-1.0,-1
17,2023-02-17 14:47:00+00:00,72.115,72.225,72.025,72.155,-1.0,-1.0,-1
18,2023-02-17 14:48:00+00:00,72.155,72.155,71.945,71.965,-1.0,-1.0,-1
19,2023-02-17 14:49:00+00:00,71.965,72.055,71.905,71.955,-1.0,-1.0,-1
20,2023-02-17 14:50:00+00:00,71.955,72.035,71.865,71.885,-1.0,-1.0,-1
21,2023-02-17 14:51:00+00:00,71.885,71.995,71.855,71.915,-1.0,-1.0,-1
22,2023-02-17 14:52:00+00:00,71.915,71.95,71.765,71.865,-1.0,-1.0,-1
23,2023-02-17 14:53:00+00:00,71.865,71.865,71.695,71.715,-1.0,-1.0,-1
24,2023-02-17 14:54:00+00:00,71.715,71.735,71.575,71.625,-1.0,-1.0,-1
25,2023-02-17 14:55:00+00:00,71.625,71.655,71.545,71.645,-1.0,-1.0,-1
26,2023-02-17 14:56:00+00:00,71.645,71.735,71.545,71.725,-1.0,-1.0,-1
27,2023-02-17 14:57:00+00:00,71.725,71.805,71.645,71.665,-1.0,-1.0,-1
28,2023-02-17 14:58:00+00:00,71.665,71.795,71.635,71.765,-1.0,-1.0,-1
29,2023-02-17 14:59:00+00:00,71.765,71.855,71.735,71.845,-1.0,-1.0,-1
30,2023-02-17 15:00:00+00:00,71.845,72.015,71.805,72.005,-1.0,-1.0,-1
31,2023-02-17 15:01:00+00:00,72.005,72.15,71.965,71.965,-1.0,-1.0,-1
32,2023-02-17 15:02:00+00:00,71.965,72.085,71.965,72.025,-1.0,-1.0,-1
33,2023-02-17 15:03:00+00:00,72.025,72.345,72.005,72.225,-1.0,-1.0,-1
34,2023-02-17 15:04:00+00:00,72.225,72.345,72.215,72.255,-1.0,-1.0,-1
35,2023-02-17 15:05:00+00:00,72.255,72.335,72.225,72.245,-1.0,-1.0,-1
36,2023-02-17 15:06:00+00:00,72.245,72.295,72.145,72.245,-1.0,-1.0,-1
37,2023-02-17 15:07:00+00:00,72.245,72.355,72.175,72.325,-1.0,-1.0,-1
38,2023-02-17 15:08:00+00:00,72.325,72.395,72.255,72.265,-1.0,-1.0,-1
39,2023-02-17 15:09:00+00:00,72.265,72.305,72.105,72.175,-1.0,-1.0,-1
40,2023-02-17 15:10:00+00:00,72.175,72.28,72.045,72.235,-1.0,-1.0,-1
41,2023-02-17 15:11:00+00:00,72.235,72.375,72.225,72.265,-1.0,-1.0,-1
42,2023-02-17 15:12:00+00:00,72.265,72.525,72.245,72.475,-1.0,-1.0,-1
43,2023-02-17 15:13:00+00:00,72.475,72.575,72.385,72.405,-1.0,-1.0,-1
44,2023-02-17 15:14:00+00:00,72.405,72.475,72.325,72.395,-1.0,-1.0,-1
45,2023-02-17 15:15:00+00:00,72.395,72.535,72.245,72.285,-1.0,-1.0,-1
46,2023-02-17 15:16:00+00:00,72.285,72.455,72.265,72.345,-1.0,-1.0,-1
47,2023-02-17 15:17:00+00:00,72.345,72.575,72.285,72.56,-1.0,-1.0,-1
48,2023-02-17 15:18:00+00:00,72.56,72.735,72.555,72.715,-1.0,-1.0,-1
49,2023-02-17 15:19:00+00:00,72.715,72.925,72.675,72.815,-1.0,-1.0,-1
50,2023-02-17 15:20:00+00:00,72.815,72.885,72.775,72.845,-1.0,-1.0,-1
51,2023-02-17 15:21:00+00:00,72.845,73.095,72.845,72.93,-1.0,-1.0,-1
52,2023-02-17 15:22:00+00:00,72.93,72.955,72.785,72.805,-1.0,-1.0,-1
53,2023-02-17 15:23:00+00:00,72.805,72.845,72.62,72.685,-1.0,-1.0,-1
54,2023-02-17 15:24:00+00:00,72.685,72.735,72.535,72.535,-1.0,-1.0,-1
55,2023-02-17 15:25:00+00:00,72.535,72.655,72.535,72.605,-1.0,-1.0,-1
56,2023-02-17 15:26:00+00:00,72.605,72.625,72.435,72.505,-1.0,-1.0,-1
57,2023-02-17 15:27:00+00:00,72.505,72.685,72.505,72.635,-1.0,-1.0,-1
58,2023-02-17 15:28:00+00:00,72.635,72.655,72.535,72.565,-1.0,-1.0,-1
59,2023-02-17 15:29:00+00:00,72.565,72.615,72.445,72.485,-1.0,-1.0,-1
60,2023-02-17 15:30:00+00:00,72.485,72.615,72.405,72.545,-1.0,-1.0,-1
61,2023-02-17 15:31:00+00:00,72.545,72.685,72.525,72.67,-1.0,-1.0,-1
62,2023-02-17 15:32:00+00:00,72.67,72.795,72.655,72.775,-1.0,-1.0,-1
63,2023-02-17 15:33:00+00:00,72.775,72.875,72.715,72.835,-1.0,-1.0,-1
64,2023-02-17 15:34:00+00:00,72.835,72.865,72.765,72.775,-1.0,-1.0,-1
65,2023-02-17 15:35:00+00:00,72.775,72.925,72.725,72.905,-1.0,-1.0,-1
66,2023-02-17 15:36:00+00:00,72.905,73.055,72.885,72.955,-1.0,-1.0,-1
